timestamp,session_id,user_id,action_type,screen_context,focused_item,derived_states,sequence_context,click_type,session_end_reason
2025-06-26T21:07:41.483446,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.17, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:07:43.672110,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.19, ""consecutive_action_count"": 1}",,
2025-06-26T21:07:47.267962,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.6, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:07:47.901014,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 0.63, ""consecutive_action_count"": 1}",,
2025-06-26T21:07:49.063222,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.16, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:07:50.376493,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.31, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:07:50.960448,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 0.58, ""consecutive_action_count"": 1}",,
2025-06-26T21:07:52.025552,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.07, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:07:55.295652,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.27, ""consecutive_action_count"": 2}",trailer,
2025-06-26T21:07:56.839550,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.54, ""consecutive_action_count"": 1}",,
2025-06-26T21:07:59.519782,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.68, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:02.613353,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.09, ""consecutive_action_count"": 2}",trailer,
2025-06-26T21:08:03.693103,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.08, ""consecutive_action_count"": 3}",more_info,
2025-06-26T21:08:05.714909,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.02, ""consecutive_action_count"": 4}",more_info,
2025-06-26T21:08:08.359108,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.64, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:11.492284,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.13, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:14.135273,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.64, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:08:15.394278,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.26, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:17.987216,session_0,user_heartbroken_romantic_0,dpad_right,Home,"{""item_id"": ""14048"", ""title"": ""Man on Wire"", ""genres"": [""Thriller"", ""Documentary"", ""Crime"", ""History""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.59, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:20.322596,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""2287"", ""title"": ""Rize"", ""genres"": [""Documentary""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.34, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:21.189563,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""2287"", ""title"": ""Rize"", ""genres"": [""Documentary""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 0.87, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:23.684547,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""2287"", ""title"": ""Rize"", ""genres"": [""Documentary""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.49, ""consecutive_action_count"": 1}",trailer,
2025-06-26T21:08:25.597786,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""2287"", ""title"": ""Rize"", ""genres"": [""Documentary""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.91, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:29.096481,session_0,user_heartbroken_romantic_0,dpad_down,Home,"{""item_id"": ""2287"", ""title"": ""Rize"", ""genres"": [""Documentary""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.5, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:29.957405,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 0.86, ""consecutive_action_count"": 1}",trailer,
2025-06-26T21:08:33.724029,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.77, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:34.929303,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.21, ""consecutive_action_count"": 1}",trailer,
2025-06-26T21:08:36.721541,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.79, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:08:39.935680,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.21, ""consecutive_action_count"": 3}",more_info,
2025-06-26T21:08:43.892263,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.96, ""consecutive_action_count"": 4}",more_info,
2025-06-26T21:08:46.106516,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.21, ""consecutive_action_count"": 5}",more_info,
2025-06-26T21:08:48.651424,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.54, ""consecutive_action_count"": 6}",more_info,
2025-06-26T21:08:49.342164,session_0,user_heartbroken_romantic_0,click,Detail_Page,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 0.69, ""consecutive_action_count"": 7}",more_info,
2025-06-26T21:08:51.272112,session_0,user_heartbroken_romantic_0,back,Home,"{""item_id"": ""197"", ""title"": ""Braveheart"", ""genres"": [""Action"", ""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.93, ""consecutive_action_count"": 1}",,timeout
2025-06-26T21:07:47.864705,session_1,user_the_critic_1,session_start,Home,,NOT_LOGGED_RAW,"{""time_since_last_action"": 0.0, ""consecutive_action_count"": 0}",,
2025-06-26T21:07:50.939328,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.07, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:07:53.713586,session_1,user_the_critic_1,back,Home,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.77, ""consecutive_action_count"": 1}",,
2025-06-26T21:07:56.728628,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.02, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:07:58.401571,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.67, ""consecutive_action_count"": 2}",trailer,
2025-06-26T21:08:01.496755,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.1, ""consecutive_action_count"": 3}",more_info,
2025-06-26T21:08:03.553413,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.06, ""consecutive_action_count"": 4}",more_info,
2025-06-26T21:08:07.092616,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.54, ""consecutive_action_count"": 5}",trailer,
2025-06-26T21:08:09.831040,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.74, ""consecutive_action_count"": 6}",more_info,
2025-06-26T21:08:11.764101,session_1,user_the_critic_1,back,Home,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.93, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:14.193099,session_1,user_the_critic_1,dpad_down,Home,"{""item_id"": ""834"", ""title"": ""Underworld: Evolution"", ""genres"": [""Fantasy"", ""Action"", ""Science Fiction"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.43, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:17.210479,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""2024"", ""title"": ""The Patriot"", ""genres"": [""Drama"", ""History"", ""War"", ""Action""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.02, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:20.884904,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""2024"", ""title"": ""The Patriot"", ""genres"": [""Drama"", ""History"", ""War"", ""Action""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.67, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:08:22.418410,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""2024"", ""title"": ""The Patriot"", ""genres"": [""Drama"", ""History"", ""War"", ""Action""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.53, ""consecutive_action_count"": 3}",more_info,
2025-06-26T21:08:23.115287,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""2024"", ""title"": ""The Patriot"", ""genres"": [""Drama"", ""History"", ""War"", ""Action""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 0.7, ""consecutive_action_count"": 4}",more_info,
2025-06-26T21:08:24.292436,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""2024"", ""title"": ""The Patriot"", ""genres"": [""Drama"", ""History"", ""War"", ""Action""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.18, ""consecutive_action_count"": 5}",more_info,
2025-06-26T21:08:25.394334,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""2024"", ""title"": ""The Patriot"", ""genres"": [""Drama"", ""History"", ""War"", ""Action""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.1, ""consecutive_action_count"": 6}",more_info,
2025-06-26T21:08:28.048813,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""2024"", ""title"": ""The Patriot"", ""genres"": [""Drama"", ""History"", ""War"", ""Action""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.65, ""consecutive_action_count"": 7}",more_info,
2025-06-26T21:08:31.918755,session_1,user_the_critic_1,back,Home,"{""item_id"": ""2024"", ""title"": ""The Patriot"", ""genres"": [""Drama"", ""History"", ""War"", ""Action""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.87, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:35.777200,session_1,user_the_critic_1,dpad_down,Home,"{""item_id"": ""2024"", ""title"": ""The Patriot"", ""genres"": [""Drama"", ""History"", ""War"", ""Action""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.86, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:37.317432,session_1,user_the_critic_1,dpad_down,Home,"{""item_id"": ""180383"", ""title"": ""Deceptive Practice: The Mysteries and Mentors of Ricky Jay"", ""genres"": [""Documentary""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.54, ""consecutive_action_count"": 2}",,
2025-06-26T21:08:39.849702,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""62676"", ""title"": ""Limbo"", ""genres"": [""Adventure"", ""Drama"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.53, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:41.992989,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""62676"", ""title"": ""Limbo"", ""genres"": [""Adventure"", ""Drama"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.14, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:08:44.451795,session_1,user_the_critic_1,back,Home,"{""item_id"": ""62676"", ""title"": ""Limbo"", ""genres"": [""Adventure"", ""Drama"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.46, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:45.763093,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""62676"", ""title"": ""Limbo"", ""genres"": [""Adventure"", ""Drama"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.31, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:46.666721,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""62676"", ""title"": ""Limbo"", ""genres"": [""Adventure"", ""Drama"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 0.9, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:08:48.034954,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""62676"", ""title"": ""Limbo"", ""genres"": [""Adventure"", ""Drama"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.37, ""consecutive_action_count"": 3}",more_info,
2025-06-26T21:08:50.807137,session_1,user_the_critic_1,back,Home,"{""item_id"": ""62676"", ""title"": ""Limbo"", ""genres"": [""Adventure"", ""Drama"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.77, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:52.161938,session_1,user_the_critic_1,click,Detail_Page,"{""item_id"": ""62676"", ""title"": ""Limbo"", ""genres"": [""Adventure"", ""Drama"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.35, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:14.552494,session_2,user_the_language_learner_2,session_start,Home,,NOT_LOGGED_RAW,"{""time_since_last_action"": 0.0, ""consecutive_action_count"": 0}",,
2025-06-26T21:08:17.239046,session_2,user_the_language_learner_2,click,Detail_Page,"{""item_id"": ""21345"", ""title"": ""City of Life and Death"", ""genres"": [""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.69, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:19.920073,session_2,user_the_language_learner_2,click,Detail_Page,"{""item_id"": ""21345"", ""title"": ""City of Life and Death"", ""genres"": [""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.68, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:08:21.096267,session_2,user_the_language_learner_2,click,Detail_Page,"{""item_id"": ""21345"", ""title"": ""City of Life and Death"", ""genres"": [""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.18, ""consecutive_action_count"": 3}",more_info,
2025-06-26T21:08:22.890931,session_2,user_the_language_learner_2,click,Detail_Page,"{""item_id"": ""21345"", ""title"": ""City of Life and Death"", ""genres"": [""Drama"", ""History"", ""War""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.79, ""consecutive_action_count"": 4}",play,launched_playback
2025-06-26T21:08:16.727608,session_3,user_adrenaline_junkie_3,session_start,Home,,NOT_LOGGED_RAW,"{""time_since_last_action"": 0.0, ""consecutive_action_count"": 0}",,
2025-06-26T21:08:18.901647,session_3,user_adrenaline_junkie_3,dpad_right,Home,"{""item_id"": ""64559"", ""title"": ""The Swindle"", ""genres"": [""Comedy"", ""Crime"", ""Thriller""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.17, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:21.501137,session_3,user_adrenaline_junkie_3,dpad_right,Home,"{""item_id"": ""1427"", ""title"": ""Perfume: The Story of a Murderer"", ""genres"": [""Crime"", ""Fantasy"", ""Drama""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.6, ""consecutive_action_count"": 2}",,
2025-06-26T21:08:22.836718,session_3,user_adrenaline_junkie_3,click,Detail_Page,"{""item_id"": ""943"", ""title"": ""Lethal Weapon 3"", ""genres"": [""Adventure"", ""Action"", ""Comedy"", ""Thriller"", ""Crime""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.34, ""consecutive_action_count"": 1}",play,
2025-06-26T21:08:24.376822,session_3,user_adrenaline_junkie_3,click,Detail_Page,"{""item_id"": ""943"", ""title"": ""Lethal Weapon 3"", ""genres"": [""Adventure"", ""Action"", ""Comedy"", ""Thriller"", ""Crime""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.54, ""consecutive_action_count"": 2}",play,launched_playback
2025-06-26T21:08:18.682945,session_4,user_family_movie_night_organizer_4,session_start,Home,,NOT_LOGGED_RAW,"{""time_since_last_action"": 0.0, ""consecutive_action_count"": 0}",,
2025-06-26T21:08:21.062993,session_4,user_family_movie_night_organizer_4,dpad_right,Home,"{""item_id"": ""17578"", ""title"": ""The Adventures of Tintin"", ""genres"": [""Adventure"", ""Animation"", ""Mystery""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.38, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:23.366982,session_4,user_family_movie_night_organizer_4,click,Detail_Page,"{""item_id"": ""5393"", ""title"": ""Happily N'Ever After"", ""genres"": [""Animation"", ""Comedy"", ""Family"", ""Fantasy"", ""Science Fiction""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.3, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:27.223130,session_4,user_family_movie_night_organizer_4,click,Detail_Page,"{""item_id"": ""5393"", ""title"": ""Happily N'Ever After"", ""genres"": [""Animation"", ""Comedy"", ""Family"", ""Fantasy"", ""Science Fiction""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 3.86, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:08:28.886115,session_4,user_family_movie_night_organizer_4,back,Home,"{""item_id"": ""5393"", ""title"": ""Happily N'Ever After"", ""genres"": [""Animation"", ""Comedy"", ""Family"", ""Fantasy"", ""Science Fiction""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.66, ""consecutive_action_count"": 1}",,
2025-06-26T21:08:31.127868,session_4,user_family_movie_night_organizer_4,click,Detail_Page,"{""item_id"": ""5393"", ""title"": ""Happily N'Ever After"", ""genres"": [""Animation"", ""Comedy"", ""Family"", ""Fantasy"", ""Science Fiction""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.24, ""consecutive_action_count"": 1}",more_info,
2025-06-26T21:08:32.877475,session_4,user_family_movie_night_organizer_4,click,Detail_Page,"{""item_id"": ""5393"", ""title"": ""Happily N'Ever After"", ""genres"": [""Animation"", ""Comedy"", ""Family"", ""Fantasy"", ""Science Fiction""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.75, ""consecutive_action_count"": 2}",more_info,
2025-06-26T21:08:34.232266,session_4,user_family_movie_night_organizer_4,click,Detail_Page,"{""item_id"": ""5393"", ""title"": ""Happily N'Ever After"", ""genres"": [""Animation"", ""Comedy"", ""Family"", ""Fantasy"", ""Science Fiction""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 1.35, ""consecutive_action_count"": 3}",more_info,
2025-06-26T21:08:36.494911,session_4,user_family_movie_night_organizer_4,click,Detail_Page,"{""item_id"": ""5393"", ""title"": ""Happily N'Ever After"", ""genres"": [""Animation"", ""Comedy"", ""Family"", ""Fantasy"", ""Science Fiction""]}",NOT_LOGGED_RAW,"{""time_since_last_action"": 2.26, ""consecutive_action_count"": 4}",more_info,
