user_id,session_id,interaction_timestamp,interaction_type,platform_target,content_id,dpad_navigation_count,navigation_speed,scroll_depth_percentage,back_button_presses,home_button_presses,time_since_last_interaction,hover_duration_ms,decision_latency_ms,device_model,network_latency_ms,cpu_usage_percent,memory_usage_mb,content_position_in_carousel,trailer_viewed,content_details_viewed,external_app_launched,search_query_length,search_results_clicked,navigation_efficiency,decision_confidence,platform_switching_rate,content_exploration_breadth,session_engagement_score,cognitive_load_indicator,frustration_level,attention_span_estimate,recommendation_acceptance_rate,social_proof_sensitivity,price_sensitivity_indicator,multi_platform_comparison_behavior,return_user_likelihood,content_abandonment_tendency,ui_adaptation_speed,platform_loyalty_score,cross_platform_session_coherence,deep_link_success_rate,return_to_mediator_frequency,content_discovery_method_preference,peak_usage_time_alignment,weekend_vs_weekday_behavior_variance,social_viewing_context_indicator,voice_command_usage_frequency,interaction_datetime,hour_of_day,day_of_week,is_weekend,is_peak_hours
firetv_user_0000,firetv_user_0000_session_000,1749883317,browse,hulu,,3,31.84132659,30.45481284,1,0,7.863127585,1102,3172,fire_tv_stick_lite,108,57.35674687,333,15,TRUE,FALSE,FALSE,0,0,0.48,0.27312,0.886694192,1.012567878,0.498016898,0.6344,0.3,0.8,0.506093193,0.433828653,0.447355767,0.26706455,0.780041461,0.347688437,0.460121205,0.095837851,0.650160531,0.897995274,0.527783189,0.155394059,0.429201628,0.6560003,0.385505091,0.260731743,6/14/2025 12:11,12,5,TRUE,FALSE
firetv_user_0000,firetv_user_0000_session_000,1749883325,select,netflix,netflix_content_0763,2,54.4680604,64.31290756,2,0,4.180835965,3667,4549,fire_tv_stick_lite,160,48.10543825,465,16,FALSE,FALSE,FALSE,0,0,0.36,0.21804,0.890082414,0.865631165,0.623934135,0.9098,0.6,0.78,0.177970907,0.835069034,0.665630048,0.330028743,0.797337202,0.230096097,0.372617871,0.000464464,0.562660413,0.680414276,0.631771163,0.554656046,0.427608049,0.173493991,0.035117142,0.066972068,6/14/2025 12:12,12,5,TRUE,FALSE
firetv_user_0000,firetv_user_0000_session_000,1749883330,browse,disney_plus,,7,26.21233352,30.93180216,0,0,67.96483672,3563,2966,fire_tv_stick_lite,221,30.39704556,370,19,FALSE,FALSE,FALSE,0,0,0.6,0.28136,1.11636565,0.796842375,0.536414819,0.5932,0,0.76,0.695854455,0.573919393,0.406247936,0.631282893,0.634990522,0.242117074,0.095552092,0.238009135,0.784294378,0.867094911,0.334840636,0.214057621,0.849705854,0.137107495,0.110170517,0.07211973,6/14/2025 12:12,12,5,TRUE,FALSE
firetv_user_0000,firetv_user_0000_session_000,1749883465,search,apple_tv,,6,23.62658355,28.51254967,0,0,45.66896666,535,2170,fire_tv_stick_lite,129,19.55535506,450,11,FALSE,FALSE,FALSE,4,2,0.6,0.3132,0.837623104,1.091403135,0.546623377,0.434,0,0.74,0.36094747,0.361650819,0.569159047,0.802556824,0.624888244,0.507119463,0.543599752,0.07024365,0.754095744,0.911396377,0.479330229,0.407698216,0.495963321,0.303215847,0.078252848,0.10630647,6/14/2025 12:14,12,5,TRUE,FALSE
firetv_user_0000,firetv_user_0000_session_000,1749883610,browse,youtube,,3,23.82695144,36.16190371,0,0,68.10768737,5807,3279,fire_tv_stick_lite,52,37.54249204,352,2,FALSE,FALSE,FALSE,0,0,0.6,0.26884,0.88657319,0.884077612,0.356543455,0.6558,0,0.72,0.571706382,0.727707211,0.654751027,0.334700801,0.828959998,0.532720926,0.536799996,0.322269563,0.297674048,0.837283603,0.56734607,0.351678129,0.656457158,0.723543879,0.176452231,0.123605798,6/14/2025 12:16,12,5,TRUE,FALSE
firetv_user_0000,firetv_user_0000_session_000,1749883736,browse,hulu,,5,20.44104354,21.65518954,0,0,1.612749136,1553,2648,fire_tv_stick_lite,4,30.0070276,486,1,FALSE,FALSE,FALSE,0,0,0.6,0.29408,0.976409608,0.825082076,0.623215911,0.5296,0,0.7,0.48353998,0.660259651,0.617549024,0.725945459,0.630900051,0.387866165,0.291842469,0.0990881,0.544778024,0.927412019,0.098571551,0.58128433,0.013031499,0.696825623,0.018976974,0.377740612,6/14/2025 12:18,12,5,TRUE,FALSE
firetv_user_0000,firetv_user_0000_session_000,1749883885,platform_switch,apple_tv,,2,32.11823181,68.70276969,0,0,3.882252181,780,7530,fire_tv_stick_lite,141,29.92892106,282,14,TRUE,FALSE,FALSE,0,0,0.6,0.0988,0.876732809,0.795352206,0.447895109,1,0,0.68,0.07207267,0.564945534,0.300447582,0.29484652,0.738131766,0.369569155,0.413317766,0.098165098,0.934828507,0.809721811,0.426672014,0.69388067,0.628163863,0.096545144,0.227317321,0.333971108,6/14/2025 12:21,12,5,TRUE,FALSE
firetv_user_0000,firetv_user_0000_session_000,1749884303,search,prime_video,,5,27.19538035,51.61593453,0,0,27.63017413,2398,9598,fire_tv_stick_lite,50,31.68543702,430,3,FALSE,FALSE,FALSE,9,2,0.6,0.01608,0.981573721,1.072989115,0.760481437,1,0,0.66,0.501578818,0.213116727,0.753505509,0.259174072,0.591645477,0.602490714,0.308969204,0.194519373,0.446045908,0.777105144,0.324373011,0.899064414,0.742473644,0.50407629,0.207192939,0.184832979,6/14/2025 12:28,12,5,TRUE,FALSE
firetv_user_0000,firetv_user_0000_session_000,1749884393,platform_switch,apple_tv,,5,39.6114477,35.98526189,0,0,41.10379805,1211,1571,fire_tv_stick_lite,65,21.72284104,398,15,FALSE,FALSE,FALSE,0,0,0.6,0.33716,1.019864137,0.706263768,0.337361292,0.3142,0,0.64,0.20616453,0.703538684,0.361164748,0.552505937,0.662832261,0.454773898,0.385876526,0.015971857,0.243400627,0.987586636,0.612291471,0.872688364,0.268888744,0.128208863,0.106735719,0.047993819,6/14/2025 12:29,12,5,TRUE,FALSE
firetv_user_0000,firetv_user_0000_session_000,1749884508,select,hotstar,hotstar_content_0954,6,27.89747563,60.46410413,0,0,23.46235548,3266,2029,fire_tv_stick_lite,58,37.23511106,186,20,FALSE,FALSE,FALSE,0,0,0.6,0.31884,0.896346665,0.935762426,0.245985023,0.4058,0,0.62,0.49494239,0.459073939,0.77402565,0.326357865,0.416198857,0.463378403,0.559021696,0.229775499,0.844751486,0.935144517,0.230157231,0.688227667,0.722125224,0.229605077,0.08079126,0.254452774,6/14/2025 12:31,12,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_000,1748608675,browse,prime_video,,2,32.08241851,15.17895541,0,0,0,1774,12604,fire_tv_stick_lite,174,38.72434647,320,2,FALSE,TRUE,FALSE,0,0,0.6,0,0.807686739,0.950381842,0.780306262,1,0,1,0.694696266,0.421208962,0.781197462,0.318651994,0.645011647,0.304484852,0.26283891,0.022351819,0.963403971,0.765482019,0.560442118,0.116272142,0.375386744,0.374577552,0.352231042,0.009048481,5/30/2025 18:07,18,4,FALSE,TRUE
firetv_user_0001,firetv_user_0001_session_000,1748608707,platform_switch,apple_tv,,6,38.41048477,62.02199123,2,0,5.61092767,4941,1008,fire_tv_stick_lite,81,30.30447821,381,13,FALSE,FALSE,FALSE,0,0,0.36,0.35968,0.74071972,0.749527963,0.743793446,0.2016,0.6,0.98,0.25643061,0.317916874,0.757108901,0.498325898,0.836149438,0.148326619,0.257771654,0.045762768,0.511739565,0.807423333,0.221128592,0.459493894,0.451084717,0.363806811,0.175757956,0.273531286,5/30/2025 18:08,18,4,FALSE,TRUE
firetv_user_0001,firetv_user_0001_session_000,1748608749,search,hotstar,,3,37.59856392,13.2630393,0,0,10.48845658,2735,1966,fire_tv_stick_lite,177,32.34230414,543,2,FALSE,FALSE,FALSE,5,0,0.6,0.32136,0.957683817,0.660827834,0.386571877,0.3932,0,0.96,0.801830728,0.780072629,0.432210956,0.252797265,0.516625277,0.219666419,0.493527563,-0.040375665,0.335936671,0.923902169,0.250699143,0.178384673,0.663237649,0.138764576,0.168256138,0.279289037,5/30/2025 18:09,18,4,FALSE,TRUE
firetv_user_0001,firetv_user_0001_session_000,1748608770,search,apple_tv,,6,32.38236931,35.004012,2,0,19.36192887,2277,2411,fire_tv_stick_lite,55,41.39787332,327,15,FALSE,FALSE,FALSE,11,2,0.36,0.30356,0.789771968,0.815008045,0.837322337,0.4822,0.6,0.94,0.652435103,0.829119231,0.925946237,0.455911035,0.890438612,0.532920284,0.321170136,0.086355254,0.196231357,0.971561409,0.368139614,0.51383896,0.140758472,0.227846436,0.102161152,0.057769241,5/30/2025 18:09,18,4,FALSE,TRUE
firetv_user_0001,firetv_user_0001_session_000,1748608932,browse,hulu,,5,18.61819528,58.3758264,0,0,64.11012895,1758,2248,fire_tv_stick_lite,86,24.47034922,485,19,FALSE,FALSE,FALSE,0,0,0.6,0.31008,0.915139769,0.939046485,0.612379534,0.4496,0,0.92,0.614379468,0.560757485,0.80486651,0.470979023,0.788047802,0.553285214,0.153521146,0.197094133,0.738974488,0.907360086,0.745696986,0.599335936,0.328319916,0.071662026,0.103838175,0.222863535,5/30/2025 18:12,18,4,FALSE,TRUE
firetv_user_0001,firetv_user_0001_session_000,1748609036,browse,hulu,,4,47.14321695,22.85785714,0,0,0.512787602,7814,6633,fire_tv_stick_lite,121,41.76966387,239,3,FALSE,FALSE,FALSE,0,0,0.6,0.13468,0.817150298,0.838006581,0.745450148,1,0,0.9,0.396306456,0.708587857,0.867096547,0.151541907,0.694804244,0.525310685,0.396662296,0.045612813,0.303172921,0.833953352,0.696526673,0.667136544,0.467030608,0.572602385,0.675505495,0.337936684,5/30/2025 18:13,18,4,FALSE,TRUE
firetv_user_0001,firetv_user_0001_session_000,1748609054,browse,disney_plus,,8,33.59088755,10.15897134,0,0,13.15705853,2105,5900,fire_tv_stick_lite,154,30.10049845,446,8,FALSE,FALSE,FALSE,0,0,0.6,0.164,0.84427197,0.754316213,0.970956922,1,0,0.88,0.4766629,0.048475151,0.355195786,0.165455001,0.17825555,0.421245969,0.505697998,-0.041870854,0.517379957,0.902538361,0.449329902,0.790294954,0.332248867,0.052468175,0.076362833,0.001413875,5/30/2025 18:14,18,4,FALSE,TRUE
firetv_user_0001,firetv_user_0001_session_000,1748609071,browse,youtube,,6,34.37473872,44.79473463,2,0,16.13274741,1570,5205,fire_tv_stick_lite,12,36.33093735,175,16,FALSE,FALSE,FALSE,0,0,0.36,0.1918,0.870620335,0.861602873,0.622502526,1,0.6,0.86,0.429003729,0.525085155,0.433109031,0.466712298,0.316930719,0.111923723,0.314952719,0.119320742,0.764966276,0.714793957,0.491949284,0.185160819,0.407745976,0.490236048,0.079108328,0.172388163,5/30/2025 18:14,18,4,FALSE,TRUE
firetv_user_0001,firetv_user_0001_session_000,1748609115,browse,disney_plus,,2,47.12688375,42.06470873,3,0,33.95337341,6169,8385,fire_tv_stick_lite,73,32.32743886,411,9,FALSE,FALSE,FALSE,0,0,0.24,0.0646,0.806067326,0.715381214,0.636664567,1,0.9,0.84,0.173072831,0.241357605,0.401391962,0.457667657,0.691433515,0.10063077,0.480615821,0.269538846,0.263421919,0.898212374,0.523547207,0.335458245,0.550612628,0.26028345,0.350693353,0.020881873,5/30/2025 18:15,18,4,FALSE,TRUE
firetv_user_0001,firetv_user_0001_session_001,1748668547,browse,youtube,,7,44.69156064,56.57043767,0,0,0,1126,2378,fire_tv_stick_lite,44,46.06964766,464,2,FALSE,FALSE,FALSE,0,0,0.6,0.30488,0.839413918,1.071937791,0.896185287,0.4756,0,1,0.195592018,0.888261068,0.310301887,0.450149747,0.715593699,0.327690581,0.444200831,0.148186606,0.862910972,0.564509962,0.122578209,0.713251979,0.871661052,0.462606435,0.010625067,0.042472519,5/31/2025 10:45,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668553,browse,disney_plus,,2,40.24966116,34.48486534,0,0,8.445128398,1620,3335,fire_tv_stick_lite,157,45.55218851,136,1,FALSE,FALSE,FALSE,0,0,0.6,0.2666,0.900337551,0.925183675,0.654082254,0.667,0,0.98,0.216117667,0.513528483,0.247618109,0.20432922,0.836321631,0.693789711,0.442988152,0.093647543,0.411909879,0.887228759,0.286077372,0.40346478,0.592153737,0.462861517,0.247550977,0.241576698,5/31/2025 10:45,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668557,platform_switch,apple_tv,,3,42.6864986,39.81768179,0,0,12.93285777,1635,5465,fire_tv_stick_lite,179,50.89164419,425,12,FALSE,FALSE,FALSE,0,0,0.6,0.1814,0.815236607,0.834791111,0.597385976,1,0,0.96,0.27586365,0.142578502,0.363386196,0.389542464,0.872999672,0.629516471,0.239309924,-0.000855468,0.310845515,0.945367692,0.563381839,0.537923796,0.419476671,0.246951852,0.008080816,0.467423952,5/31/2025 10:45,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668572,browse,netflix,,1,42.40533592,31.2686068,0,0,43.10270838,2239,15026,fire_tv_stick_lite,56,50.63413359,264,19,FALSE,FALSE,FALSE,0,0,0.6,0,0.844680782,1.038995537,0.925249779,1,0,0.94,0.102781508,0.577207573,0.711857631,0.3240823,0.901994714,0.662383833,0.21105519,0.171769074,0.482180115,0.861707357,0.413640469,0.143328821,0.580035039,0.401296927,0.041776234,0.237537311,5/31/2025 10:46,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668581,platform_switch,netflix,,3,34.23225837,32.71559301,0,0,57.42745965,1029,1416,fire_tv_stick_lite,51,48.69254797,286,4,FALSE,FALSE,FALSE,0,0,0.6,0.34336,0.858700218,0.807330169,0.767183026,0.2832,0,0.92,0.280635599,0.761272261,0.758927868,0.548698032,0.740141879,0.413707951,0.437254955,0.270410552,0.374516024,0.969307575,0.739661502,0.164845608,0.253133326,0.310283144,0.148332696,0.23649685,5/31/2025 10:46,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668588,search,apple_tv,,3,32.39352088,40.37186205,1,0,5.775634937,5570,1122,fire_tv_stick_lite,171,28.43804045,326,13,FALSE,FALSE,FALSE,10,1,0.48,0.35512,1.141004865,0.922149162,0.466181323,0.2244,0.3,0.9,0.476162461,0.215102919,0.803080299,0.695731108,0.789316314,0.420448171,0.459211373,0.150540427,0.392270302,0.933697312,0.51022124,0.81387629,0.295207181,0.227295925,0.02841251,0.157079233,5/31/2025 10:46,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668635,select,prime_video,prime_video_content_0211,3,6.088640291,9.72402104,0,0,70.41485351,1253,4523,fire_tv_stick_lite,36,28.91410277,316,17,FALSE,FALSE,FALSE,0,0,0.6,0.21908,0.711521364,0.796980598,0.474730489,0.9046,0,0.88,0.668782578,0.668789747,0.772187426,0.693897377,0.687906235,0.183224218,0.247757255,0.131810506,0.590288349,0.945711002,0.290648154,0.599652865,0.241646459,0.318336799,0.043130152,0.343977506,5/31/2025 10:47,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668831,browse,apple_tv,,4,34.57992387,26.6079492,0,0,25.77410053,1307,8897,fire_tv_stick_lite,101,27.79585143,323,15,FALSE,FALSE,FALSE,0,0,0.6,0.04412,0.841346873,0.92242164,0.958475063,1,0,0.86,0.307202984,0.609696548,0.48866066,0.561466789,0.408798533,0.276795352,0.231708594,0.177515549,0.662730342,0.806685524,0.212621834,0.471770979,0.828776603,0.674965865,0.0033279,0.017078521,5/31/2025 10:50,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668848,platform_switch,youtube,,2,50.96102233,32.2563154,2,0,16.19699736,547,6404,fire_tv_stick_lite,39,31.26337922,349,2,FALSE,FALSE,FALSE,0,0,0.36,0.14384,0.709064391,1.031830232,0.700810839,1,0.6,0.84,0.373592164,0.427254741,0.723442232,0.545243089,0.731781725,0.40943173,0.076429033,-0.023742664,0.524609343,0.922291009,0.142299436,0.243598057,0.530942176,0.104250951,0.079419493,0.13756536,5/31/2025 10:50,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668855,platform_switch,hotstar,,6,24.58328178,6.67801649,0,0,113.5352015,950,9174,fire_tv_stick_lite,142,40.42828351,304,10,FALSE,FALSE,FALSE,0,0,0.6,0.03304,0.832300486,0.827977091,0.498495597,1,0,0.82,0.592005688,0.56649393,0.435280039,0.206398276,0.407844296,0.133406491,0.315949128,0.228165922,0.643832271,0.868120341,0.523609025,0.735456862,0.784721344,0.283507656,0.247464393,0.785875865,5/31/2025 10:50,10,5,TRUE,FALSE
firetv_user_0001,firetv_user_0001_session_001,1748668888,browse,youtube,,3,49.32189111,51.27752741,0,0,11.69040621,8026,2556,fire_tv_stick_lite,20,15.3729242,360,15,FALSE,FALSE,FALSE,0,0,0.6,0.29776,0.927139098,1.0057193,0.242209373,0.5112,0,0.8,0.587278524,0.556187785,0.925752819,0.758994148,0.737644217,0.196017426,0.293926242,0.269000993,0.739361234,0.906227039,0.610348173,0.421385848,0.393207397,0.193776242,0.09800526,0.037472823,5/31/2025 10:51,10,5,TRUE,FALSE
firetv_user_0002,firetv_user_0002_session_000,1748456885,browse,hulu,,2,28.77932007,43.68367371,0,0,0,1526,2237,fire_tv_stick_lite,59,25.35462205,315,4,FALSE,FALSE,FALSE,0,0,0.6,0.31052,0.967644182,0.921257403,0.711169021,0.4474,0,1,0.64065794,0.677577842,0.241714967,0.337475172,0.646080822,0.146614035,0.469412304,0.04100907,0.426122317,0.650231695,0.627548,0.855718247,0.59926876,0.494223092,0.210610296,0.290463227,5/28/2025 23:58,23,2,FALSE,FALSE
firetv_user_0002,firetv_user_0002_session_000,1748456932,browse,disney_plus,,2,38.92715482,37.2429347,1,0,32.94534939,1465,6481,fire_tv_stick_lite,76,23.28345653,412,13,FALSE,FALSE,FALSE,0,0,0.48,0.14076,0.82654419,0.848499172,0.457132678,1,0.3,0.98,0.809250686,0.272972692,0.466930073,0.451441563,0.809298674,0.245977309,0.232527913,0.283039386,0.535915448,0.740895991,0.768843484,0.229000071,0.266408082,0.18990322,0.265106798,0.065066589,5/28/2025 23:58,23,2,FALSE,FALSE
firetv_user_0002,firetv_user_0002_session_000,1748456936,select,youtube,youtube_content_0483,4,48.81992253,78.43310468,0,0,18.46584609,1221,4937,fire_tv_stick_lite,246,41.52121871,413,18,FALSE,FALSE,FALSE,0,0,0.6,0.20252,1.156990704,0.764178833,0.312480892,0.9874,0,0.96,0.679458291,0.33364786,0.238404629,0.837037791,0.725015454,0.367037103,0.287393737,0.157941898,0.468205532,0.632145511,0.255204076,0.563854039,0.91264396,0.623495256,0.069287992,0.259177407,5/28/2025 23:58,23,2,FALSE,FALSE
firetv_user_0002,firetv_user_0002_session_000,1748456946,platform_switch,prime_video,,2,27.66363855,73.65730126,0,0,65.12408069,549,1705,fire_tv_stick_lite,157,41.99020309,375,9,FALSE,FALSE,FALSE,0,0,0.6,0.3318,0.765042379,0.858478623,0.600060526,0.341,0,0.94,0.402406897,0.34239554,0.314948676,0.79629597,0.595163095,0.207100587,0.297154432,0.050306797,0.643648943,0.840901587,0.685147203,0.794270765,0.854717308,0.409132262,0.242283132,0.304279,5/28/2025 23:59,23,2,FALSE,FALSE
firetv_user_0002,firetv_user_0002_session_000,1748457025,platform_switch,disney_plus,,5,31.73731443,55.16879452,0,0,30.51239947,1235,2945,fire_tv_stick_lite,38,11.02501129,321,18,FALSE,FALSE,FALSE,0,0,0.6,0.2822,0.857622454,1.006517197,0.636947076,0.589,0,0.92,0.247714584,0.749437028,0.3945522,0.572058571,0.390410992,0.37073489,0.477100103,0.265123658,0.734242791,0.935388411,0.315093353,0.527953227,0.068334515,0.239184188,0.070995423,0.10007724,5/29/2025 0:00,0,3,FALSE,FALSE
firetv_user_0002,firetv_user_0002_session_000,1748457104,search,hulu,,7,38.25761523,34.79634769,1,0,0.298804,1322,6272,fire_tv_stick_lite,46,24.36210384,321,15,TRUE,FALSE,FALSE,9,4,0.48,0.14912,0.923309265,0.944473223,0.715849481,1,0.3,0.9,0.675274823,0.201414127,0.562627136,0.526034349,0.846220838,0.052913841,0.353299304,0.166438753,0.562404108,0.586502283,0.190661769,0.507178289,0.529453486,0.272526086,0.167595406,0.038246101,5/29/2025 0:01,0,3,FALSE,FALSE
firetv_user_0002,firetv_user_0002_session_000,1748457361,browse,netflix,,4,13.01888413,50.91121663,2,0,22.40166186,682,1677,fire_tv_stick_lite,55,37.14807523,256,5,FALSE,FALSE,FALSE,0,0,0.36,0.33292,0.972068947,0.841286067,0.551092675,0.3354,0.6,0.88,0.143444346,0.174694251,0.647830161,0.487418846,0.854201095,0.201335817,0.52055171,0.150660403,0.598574162,0.906116246,0.664327842,0.923744628,0.70184189,0.816954102,0.239357667,0.222056437,5/29/2025 0:06,0,3,FALSE,FALSE
firetv_user_0002,firetv_user_0002_session_000,1748457449,browse,netflix,,3,42.82096228,43.56335849,0,0,13.29319597,1583,2110,fire_tv_stick_lite,76,42.33452883,436,19,TRUE,FALSE,FALSE,0,0,0.6,0.3156,1.008442958,0.764727146,0.707926243,0.422,0,0.86,0.204466514,0.70616686,0.405765787,0.745524579,0.556077229,0.133954042,0.357650373,0.014164465,0.490232024,0.687303567,0.323571411,0.261830371,0.683978125,0.240005418,0.381653237,0.006247621,5/29/2025 0:07,0,3,FALSE,FALSE
